Accession,Description,Peptides,39383 WASH 1,39384 WASH 2,39385 WASH 3,39386 Control 1,39387 Control 2,39388 Control 3,39389 QC Pool 1,39389 QC Pool 2,39389 QC Pool 3
P56376,Acylphosphatase-1 OS=Mus musculus OX=10090 GN=Acyp1 PE=1 SV=2,1,6075190,2925065.5,0,0,0,0,2704087.75,0,0
P56380,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] OS=Mus musculus OX=10090 GN=Nudt2 PE=1 SV=3,3,64049379.5,34991673.5,42576611,29151920.25,26730698.75,24785767,42953838.75,36976959.25,38181549.75
P56382,"ATP synthase subunit epsilon, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1e PE=1 SV=2",4,312011220.5,280859830.6,235788910,271446130.5,292333252,228758501,257764805,262656384,246472292
P56395,Cytochrome b5 OS=Mus musculus OX=10090 GN=Cyb5a PE=1 SV=2,1,3508381,0,5009884,0,0,0,0,0,0
P56399,Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus OX=10090 GN=Usp5 PE=1 SV=1,30,1153451822,992170167.5,813980114.3,962423685,1006441229,887255247.5,964492607.5,950229504.3,975217152
P56480,"ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2",49,18438615216,15144194814,12221050122,2056814844,1903904467,1810989763,7591050274,7539684422,7773329101
P56546,C-terminal-binding protein 2 OS=Mus musculus OX=10090 GN=Ctbp2 PE=1 SV=2,1,14779376,11141510,9587783,10499803,12495531,8776776,10979687,12107749,12462413
P56564,Excitatory amino acid transporter 1 OS=Mus musculus OX=10090 GN=Slc1a3 PE=1 SV=2,9,1577342692,1268470486,873882303,1384329214,1372161223,1149620382,1244451454,1210700426,1262379494
P56695,Wolframin OS=Mus musculus OX=10090 GN=Wfs1 PE=1 SV=1,5,40180612.75,23365771,32400724.88,46268505.25,39659243.56,23258390.38,31954451.63,36325184.63,41997917.06
P56959,RNA-binding protein FUS OS=Mus musculus OX=10090 GN=Fus PE=1 SV=1,2,30410966.5,18635076.75,16375142.5,13888684,11436938.5,19027459.25,10684625,10606251.75,16885558
P57722,Poly(rC)-binding protein 3 OS=Mus musculus OX=10090 GN=Pcbp3 PE=1 SV=3,3,95925215,85423967,58546507,85223476,81761134,74708463,76598165,68466309,79539591
P57724,Poly(rC)-binding protein 4 OS=Mus musculus OX=10090 GN=Pcbp4 PE=1 SV=1,1,4128499.75,5190101.5,5006502.5,4098603.5,5569154,3945361.75,5738705.5,5483723.5,5486618
P57759,Endoplasmic reticulum resident protein 29 OS=Mus musculus OX=10090 GN=Erp29 PE=1 SV=2,2,18895165.5,4918567.5,6212824.5,0,0,0,3719325.25,12733639,12689592
P57776,Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=3,8,138034823.8,135678434.3,116932822.8,71867399,85862092.5,44353580,101078043.8,95987809.5,94408189.25
P57780,Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1,11,103189103.5,98370640.5,47348919,67774559.75,61920577.5,54039472,75096204.5,71185705.38,76662937
P58021,Transmembrane 9 superfamily member 2 OS=Mus musculus OX=10090 GN=Tm9sf2 PE=1 SV=1,1,11445955,11702794,4186042.25,10473315,4672254.5,10317914,10065301,13135804,7353985.5
P58044,Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus OX=10090 GN=Idi1 PE=1 SV=1,3,57823512.5,52099582,28526826.75,61307346,57212011.5,43619377.25,44835485.5,42806325.5,42887617
P58252,Elongation factor 2 OS=Mus musculus OX=10090 GN=Eef2 PE=1 SV=2,44,3710036922,2840423200,2712884761,2890890027,2920137480,2552129445,2843795029,2869551696,2890513689
P58281,"Dynamin-like 120 kDa protein, mitochondrial OS=Mus musculus OX=10090 GN=Opa1 PE=1 SV=1",23,514446335.5,433158726.3,340556642,345530900.3,367799380.5,317267936.8,374959371.8,394387978.3,385009151.3
P58389,Serine/threonine-protein phosphatase 2A activator OS=Mus musculus OX=10090 GN=Ptpa PE=1 SV=1,7,145424221,126359781.5,116412848,119173357.5,128061750.5,96111123.75,103064588.5,104664884.5,126431137.5
P58404,Striatin-4 OS=Mus musculus OX=10090 GN=Strn4 PE=1 SV=2,13,213040218.5,177060808.5,101102461.5,62891284,59758135.5,53589162.25,88041980.75,81165474.75,118938562.3
P58871,182 kDa tankyrase-1-binding protein OS=Mus musculus OX=10090 GN=Tnks1bp1 PE=1 SV=2,14,154505631.3,102303071.8,57167972.25,40345133.25,43885664.25,36504337.25,59148690,64763013.13,63142505.38
P59016,Vacuolar protein sorting-associated protein 33B OS=Mus musculus OX=10090 GN=Vps33b PE=1 SV=1,2,17574625.75,14849869.5,11638857.5,10413930.75,3489325.25,13172451,10458653.25,3226957.75,13432622.25
P59017,Bcl-2-like protein 13 OS=Mus musculus OX=10090 GN=Bcl2l13 PE=1 SV=2,2,21467925,13830138.5,17368054.75,9458548.5,17845865.25,9697632.5,17369265.25,18712842.75,10611535.5
P59108,Copine-2 OS=Mus musculus OX=10090 GN=Cpne2 PE=1 SV=1,1,13521879,6457747.5,4993974,19567634,23837810,8942730,14019003,13726011,13897099
P59279,Ras-related protein Rab-2B OS=Mus musculus OX=10090 GN=Rab2b PE=1 SV=1,2,88224106,57183324,40314923.5,68372813,54525136,34979056,51278137,34078210,48226493
P59281,Rho GTPase-activating protein 39 OS=Mus musculus OX=10090 GN=Arhgap39 PE=1 SV=2,6,74440064.5,58150329,36448099,34369410,30279367.5,18634226.25,42399898.5,48695833,42960564.25
P59325,Eukaryotic translation initiation factor 5 OS=Mus musculus OX=10090 GN=Eif5 PE=1 SV=1,5,130346656,109318764,69524597,28138837,22540724,16017800.5,67565986,55248937.5,46772271
P59326,YTH domain-containing family protein 1 OS=Mus musculus OX=10090 GN=Ythdf1 PE=1 SV=1,1,11617965.75,13014883,6993968.5,8804305,10232780.38,6817045.875,8676890.125,10408452.13,9880333.375
P59481,VIP36-like protein OS=Mus musculus OX=10090 GN=Lman2l PE=1 SV=1,1,6345399.188,7364138.438,5717010.875,5955137,5822910.59,4693997.113,4550799.957,5904476.242,4484239.613
P59759,MKL/myocardin-like protein 2 OS=Mus musculus OX=10090 GN=Mkl2 PE=1 SV=1,4,72059779,55466886.5,29388472.25,10476414.5,5715987.75,1890611.875,30676617,26880145.25,29086275.75
P59999,Actin-related protein 2/3 complex subunit 4 OS=Mus musculus OX=10090 GN=Arpc4 PE=1 SV=3,8,455951592,464929269,374270241,430983593,452269806,385326515,428324532.5,383912278,407780714.5
P60122,RuvB-like 1 OS=Mus musculus OX=10090 GN=Ruvbl1 PE=1 SV=1,9,196586821,154798810,148062192.5,23403522.25,70882192.5,36096274,93121616.75,109261583,95010394.5
P60202,Myelin proteolipid protein OS=Mus musculus OX=10090 GN=Plp1 PE=1 SV=2,11,16100135476,11430423736,9403935878,14928121078,14605891688,12746603946,13121659450,13181806587,13116538728
P60229,Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus OX=10090 GN=Eif3e PE=1 SV=1,7,63474736,59570880.75,50372362,49991595,52080405.5,32881762.25,48034763.5,58090328.5,46602855.75
P60335,Poly(rC)-binding protein 1 OS=Mus musculus OX=10090 GN=Pcbp1 PE=1 SV=1,12,1252490035,1097671743,859926170,927507055.5,926913006.5,816327571.3,954345882.5,934629062,913391620.5
P60469,Liprin-alpha-3 OS=Mus musculus OX=10090 GN=Ppfia3 PE=1 SV=2,22,264973338,211958401,146364882.3,165380644.1,213822100.8,190803447.3,213999187,204784762.5,175165143.3
P60487,Pyridoxal phosphate phosphatase OS=Mus musculus OX=10090 GN=Pdxp PE=1 SV=1,6,195918758,135311675,126496001,134471301,117780363,127318447,147939077,138870072,150623460
P60521,Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Mus musculus OX=10090 GN=Gabarapl2 PE=1 SV=1,4,50454983.5,51925289,39299712,51908919.5,61536293,40908633,50450615.5,57563360,52124528
P60670,Nuclear protein localization protein 4 homolog OS=Mus musculus OX=10090 GN=Nploc4 PE=1 SV=3,2,211041296,159961387,205138590,117987667.5,106543833,147465388.5,159912169,139119096,155844705
P60710,"Actin, cytoplasmic 1 OS=Mus musculus OX=10090 GN=Actb PE=1 SV=1",50,65775852860,57889840883,50627345821,52027845933,52445215966,44270554131,53133827034,55172586462,52927441802
P60761,Neurogranin OS=Mus musculus OX=10090 GN=Nrgn PE=1 SV=1,1,27028747.69,26193589.38,21152089.38,20571826.38,16607667.5,22297024.19,23078376.5,18107749.56,18298405.75
P60764,Ras-related C3 botulinum toxin substrate 3 OS=Mus musculus OX=10090 GN=Rac3 PE=1 SV=1,2,95736569,106701624,124599051,102874636,121241995.5,96609396,113616823.5,108986418,97839198
P60766,Cell division control protein 42 homolog OS=Mus musculus OX=10090 GN=Cdc42 PE=1 SV=2,9,1026560523,993733389,819211028,964793464,1041147966,809355074.3,895020966.5,877839490.5,902547975.5
P60840,Alpha-endosulfine OS=Mus musculus OX=10090 GN=Ensa PE=1 SV=1,1,23840266,23391378,10731204,0,0,0,10445800,10302005,10905574
P60843,Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1,23,1637414846,1461407540,1311479245,1359111466,1485573181,1229624043,1327834830,1358126999,1363978299
P60867,40S ribosomal protein S20 OS=Mus musculus OX=10090 GN=Rps20 PE=1 SV=1,3,112584923,94184596,51861256.75,68906876,89605845,78029519,108747532,86497358,85950522
P60879,Synaptosomal-associated protein 25 OS=Mus musculus OX=10090 GN=Snap25 PE=1 SV=1,23,1010379262,1167395095,695990428.5,881934966.3,1031411875,636977616.6,862562704.1,859588183.3,893391535.8
P60904,DnaJ homolog subfamily C member 5 OS=Mus musculus OX=10090 GN=Dnajc5 PE=1 SV=1,2,41811009,42757543,12392913.5,40564846,45745528.5,24881351,30767702,29277464,32255566
P61021,Ras-related protein Rab-5B OS=Mus musculus OX=10090 GN=Rab5b PE=1 SV=1,3,111661504,108255362,83436142,110294494,132096528,92322448,102352378,95363072,107828064
P61027,Ras-related protein Rab-10 OS=Mus musculus OX=10090 GN=Rab10 PE=1 SV=1,9,998565083,1013608923,772460508,962109745,1087568335,806140942,876132704,911998420.5,888776809
P61028,Ras-related protein Rab-8B OS=Mus musculus OX=10090 GN=Rab8b PE=1 SV=1,3,72133061,66917018.5,42374201,65168360.5,67453026,54633321,65681006,62071388,65693174
P61079,Ubiquitin-conjugating enzyme E2 D3 OS=Mus musculus OX=10090 GN=Ube2d3 PE=1 SV=1,3,191466315,149711206,128747427.5,150994457,156969530,152867174.5,156956295.5,143927117,150723253.5
P61082,NEDD8-conjugating enzyme Ubc12 OS=Mus musculus OX=10090 GN=Ube2m PE=1 SV=1,8,305439719.5,259434073.5,350962721.3,211786910,245171381.8,216662558.5,251569369,235372107,243252449.5
P61087,Ubiquitin-conjugating enzyme E2 K OS=Mus musculus OX=10090 GN=Ube2k PE=1 SV=3,1,11145160,11132514,10550493,9216380,12142464,0,11574614,10323699,11118470
P61089,Ubiquitin-conjugating enzyme E2 N OS=Mus musculus OX=10090 GN=Ube2n PE=1 SV=1,2,30477396,27562294,18928794,32045579,33530326.5,19287666,31505849.5,28747087,24323790
P61161,Actin-related protein 2 OS=Mus musculus OX=10090 GN=Actr2 PE=1 SV=1,14,753823804.3,597866266.4,399912795.8,485144192.3,479851434.3,398910648.5,517074080.8,478492127,489227563.9
P61164,Alpha-centractin OS=Mus musculus OX=10090 GN=Actr1a PE=1 SV=1,11,495098800.5,386139753,290701438.3,397978469.5,403645889.5,329606774,312388137.5,387438744.8,400002901
P61202,COP9 signalosome complex subunit 2 OS=Mus musculus OX=10090 GN=Cops2 PE=1 SV=1,3,18479731.5,6720666,35408137,25319416,2789458,4834673.5,11142247.75,17993545.25,10172257
P61205,ADP-ribosylation factor 3 OS=Mus musculus OX=10090 GN=Arf3 PE=2 SV=2,14,2432037387,2207326037,1431941612,2086170711,2386066445,1738372421,1945674603,1876869483,1987695869
P61211,ADP-ribosylation factor-like protein 1 OS=Mus musculus OX=10090 GN=Arl1 PE=1 SV=1,4,63357745.5,69109250,33869104.5,63926926.5,62042054,51173717.25,49957242,58077462.5,52588207.5
P61215,Carbonic anhydrase-related protein 10 OS=Mus musculus OX=10090 GN=Ca10 PE=1 SV=1,1,9798550,12479199,4969836.5,17204726,0,5364188,8951296,11983250,3014648.5
P61222,ATP-binding cassette sub-family E member 1 OS=Mus musculus OX=10090 GN=Abce1 PE=1 SV=1,9,100891993.3,92284745.5,67916327.5,65619472.13,84293368.25,55946847.25,65465067.75,74097061.25,76234722.25
P61226,Ras-related protein Rap-2b OS=Mus musculus OX=10090 GN=Rap2b PE=1 SV=1,1,19183198,16260902,11121069,16573391,22521362,12813689,16458018,15996720,17569592
P61264,Syntaxin-1B OS=Mus musculus OX=10090 GN=Stx1b PE=1 SV=1,17,1320256327,1217713883,653139534,1029527346,1061391612,835859506,1022072648,997907126.3,1023737364
P61294,Ras-related protein Rab-6B OS=Mus musculus OX=10090 GN=Rab6b PE=1 SV=1,1,13116280,13585105,9708108,6272347.5,8032199.5,7472627.5,8149141,8946705,7339383
P61327,Protein mago nashi homolog OS=Mus musculus OX=10090 GN=Magoh PE=2 SV=1,1,15205694,15460772,7146770.5,9886213,12934166,13533023,11517477,13433159,10691583
P61358,60S ribosomal protein L27 OS=Mus musculus OX=10090 GN=Rpl27 PE=1 SV=2,2,9048198.5,7380565.25,12297313.5,10201838.5,7280320.75,7236808.5,9290573.25,4575070,7652410
P61620,Protein transport protein Sec61 subunit alpha isoform 1 OS=Mus musculus OX=10090 GN=Sec61a1 PE=1 SV=2,4,61974839,60358162.5,40520141,74035877.5,100558114,56924802.5,67870930,55632053.5,59992333.5
P61750,ADP-ribosylation factor 4 OS=Mus musculus OX=10090 GN=Arf4 PE=1 SV=2,2,79697498,76991906,59783947.5,60527751.5,91721472,67521430,75001404,74827974,81085868
P61759,Prefoldin subunit 3 OS=Mus musculus OX=10090 GN=Vbp1 PE=1 SV=2,4,45453283,55689901.5,37474769.25,24943515.38,30703073.25,4634486.5,22998254.5,25746650.75,29926616.5
P61793,Lysophosphatidic acid receptor 1 OS=Mus musculus OX=10090 GN=Lpar1 PE=1 SV=1,1,6213855.5,5582908.5,4058061,5491850,5870896.5,4177156,5622840.5,4873157,5170342
P61922,"4-aminobutyrate aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Abat PE=1 SV=1",22,1896381150,1592874303,1161524625,1630304778,1659032357,1269103407,1425765910,1463193297,1359634907
P61924,Coatomer subunit zeta-1 OS=Mus musculus OX=10090 GN=Copz1 PE=1 SV=1,1,8293692,7543836.5,0,7592985,8064224,5138042.5,6930951,6314433.5,7972725
P61957,Small ubiquitin-related modifier 2 OS=Mus musculus OX=10090 GN=Sumo2 PE=1 SV=1,2,41181066.5,51919471.5,25225438,33008252,55368154,37709543,37489805.5,32619580,36856823
P61963,DDB1- and CUL4-associated factor 7 OS=Mus musculus OX=10090 GN=Dcaf7 PE=1 SV=1,5,120574090,128651144,119242801,111466577.5,83907389.5,97406788.5,58064896,98721456,94466310
P61967,AP-1 complex subunit sigma-1A OS=Mus musculus OX=10090 GN=Ap1s1 PE=1 SV=1,2,13399483.5,11178096,14934363.25,13811894,19011185,10633021,10981665.75,13889539.5,12433509.5
P61971,Nuclear transport factor 2 OS=Mus musculus OX=10090 GN=Nutf2 PE=1 SV=1,3,86244511,84189826,69136958,80067059,92798259,61844146.5,78735952,79460416,79695610
P61979,Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1,16,421175641,342535244,266960276.1,234594635,237285558,206941636.8,259180753.1,271040368,265575248.8
P61982,14-3-3 protein gamma OS=Mus musculus OX=10090 GN=Ywhag PE=1 SV=2,20,3867471690,3313828809,2940028138,3596883593,3708080129,2915480770,3296558927,3323237227,3347598503
P62071,Ras-related protein R-Ras2 OS=Mus musculus OX=10090 GN=Rras2 PE=1 SV=1,7,204001187,163575956,131928174.5,164686727,168830090,145172661.5,149228167,173235889,160486474
P62082,40S ribosomal protein S7 OS=Mus musculus OX=10090 GN=Rps7 PE=2 SV=1,3,20863060,17105358.5,20518309,15231939,24468548.5,13321797.5,17852359.25,17450892.5,19275028.5
P62137,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1ca PE=1 SV=1,12,646774792.5,492089622.5,500264826.5,285466889.9,267765018.8,257012115.5,400208467,385146815,417934151
P62141,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1cb PE=1 SV=3,2,159383293,127003539.5,134214310,107856928,110000601,94945087.5,123003272.5,120891835,124305645.5
P62192,26S proteasome regulatory subunit 4 OS=Mus musculus OX=10090 GN=Psmc1 PE=1 SV=1,23,1118263000,995929575.8,704059824,298152676.4,290571135.3,232245133.6,514681258.4,598373716,554444684.5
P62196,26S proteasome regulatory subunit 8 OS=Mus musculus OX=10090 GN=Psmc5 PE=1 SV=1,9,124900296.5,97931235.5,60461792.38,44617334,61163676.75,74054680,75175982.25,71141035,87304373.75
P62242,40S ribosomal protein S8 OS=Mus musculus OX=10090 GN=Rps8 PE=1 SV=2,4,60757569,36719106,18830209.5,36671414.5,42031865.5,30834209.5,40614877,39653606.5,39537556
P62245,40S ribosomal protein S15a OS=Mus musculus OX=10090 GN=Rps15a PE=1 SV=2,5,214787377,145053241,141710981.5,140725191,211961662.5,184623825,158568044,133680313,151161738
P62259,14-3-3 protein epsilon OS=Mus musculus OX=10090 GN=Ywhae PE=1 SV=1,20,3844959306,3652432295,2712302199,3747533130,3921752695,3031255065,3319015834,3456346533,3474028903
P62264,40S ribosomal protein S14 OS=Mus musculus OX=10090 GN=Rps14 PE=1 SV=3,5,48760208.5,44010972,45953708.5,40093594.5,46587447,30586484.5,44866080.5,43757488.25,35897167.25
P62267,40S ribosomal protein S23 OS=Mus musculus OX=10090 GN=Rps23 PE=1 SV=3,3,50492794,26494018,33575094,23202905,24295752,21237703,20321566,37789017,40126734
P62281,40S ribosomal protein S11 OS=Mus musculus OX=10090 GN=Rps11 PE=1 SV=3,6,66606674.5,65322838.88,66411762,62781804.5,71893887.88,47157498.5,63688316,35377782.25,63717649.63
P62301,40S ribosomal protein S13 OS=Mus musculus OX=10090 GN=Rps13 PE=1 SV=2,2,6533446,7516938.25,19220509,13016132.75,20221465.5,10562255,15213257.75,18624436,16981041.5
P62307,Small nuclear ribonucleoprotein F OS=Mus musculus OX=10090 GN=Snrpf PE=1 SV=1,1,7628028,13011412,7544846.5,11168906,11597517,8772807,7168853.5,10767315,10374242
P62309,Small nuclear ribonucleoprotein G OS=Mus musculus OX=10090 GN=Snrpg PE=1 SV=1,1,11184521,12446153,8349985.5,11590319,15562920,8972067,11622673,10738328,10659175
P62320,Small nuclear ribonucleoprotein Sm D3 OS=Mus musculus OX=10090 GN=Snrpd3 PE=1 SV=1,2,48741178,39627005,47401292,34556736,22540194,30072480,32130791,37670171,37542614
P62331,ADP-ribosylation factor 6 OS=Mus musculus OX=10090 GN=Arf6 PE=1 SV=2,6,141104622.5,130022610,76650265.25,107644084.8,127723896,115623527,114231271,114068949.5,123464445
P62334,26S proteasome regulatory subunit 10B OS=Mus musculus OX=10090 GN=Psmc6 PE=1 SV=1,5,60088756,46629818.5,37499760.5,32653488,36632624,21681440,43896620.25,42669330.75,33114429
P62482,Voltage-gated potassium channel subunit beta-2 OS=Mus musculus OX=10090 GN=Kcnab2 PE=1 SV=1,10,225262716.5,181064478.8,143129284.8,206273072,183425906.5,156274579.5,162661817.5,180984962,179337104.5
P62484,Abl interactor 2 OS=Mus musculus OX=10090 GN=Abi2 PE=1 SV=1,4,347358213,222655809,182338807,41471312,44649246,37134089,127293935.5,137287277,131575466
P62631,Elongation factor 1-alpha 2 OS=Mus musculus OX=10090 GN=Eef1a2 PE=1 SV=1,35,12312464507,10531274072,8661025243,9859215381,10458958850,8926848274,10038542919,10140148969,9945369022
P62702,"40S ribosomal protein S4, X isoform OS=Mus musculus OX=10090 GN=Rps4x PE=1 SV=2",7,124363338,99317224,71982337,92106116.75,109150513.8,73989608.5,99643265,101531393.5,98677509.5
P62715,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Mus musculus OX=10090 GN=Ppp2cb PE=1 SV=1,9,718962502,603109986,444232183,530889858,500015220,543670592,578141172,562182190,602354808
P62717,60S ribosomal protein L18a OS=Mus musculus OX=10090 GN=Rpl18a PE=1 SV=1,2,29542987,20227712,45144649,33199492,31088319,33025961.5,21856550.5,32914774,32135268
P62743,AP-2 complex subunit sigma OS=Mus musculus OX=10090 GN=Ap2s1 PE=1 SV=1,3,302618734,259921034,215092828,273251472,305034769,239606065,252680067,251436168,237674089
P62746,Rho-related GTP-binding protein RhoB OS=Mus musculus OX=10090 GN=Rhob PE=1 SV=1,5,283622671,280373977,259653973,220341810.5,268391109,214342347,254975966.3,249107457.3,239119711
P62748,Hippocalcin-like protein 1 OS=Mus musculus OX=10090 GN=Hpcal1 PE=1 SV=2,2,25167358,20639799,8652268.75,0,0,3944191.75,7440100,9255388.5,11200489
P62754,40S ribosomal protein S6 OS=Mus musculus OX=10090 GN=Rps6 PE=1 SV=1,3,37510679,34605511.5,15287984.13,40564203,43380498.5,31637190.75,23081105.5,19989335.5,21983592
P62761,Visinin-like protein 1 OS=Mus musculus OX=10090 GN=Vsnl1 PE=1 SV=2,18,1543343508,1229194661,866369359.5,619599763.9,559305534,423282890.1,796859927.3,790391245,820577132.3
P62774,Myotrophin OS=Mus musculus OX=10090 GN=Mtpn PE=1 SV=2,3,49988207,61800980,7200814.5,112895624,119033518,31170992,54775846,87783646,84835374
P62806,Histone H4 OS=Mus musculus OX=10090 GN=Hist1h4a PE=1 SV=2,5,220616067,332462650.5,180200487,193011998,338730930,226010223.8,237635687.8,254428599.6,278692090.8
P62812,Gamma-aminobutyric acid receptor subunit alpha-1 OS=Mus musculus OX=10090 GN=Gabra1 PE=1 SV=1,12,606229353,498507148,330632101.5,276682946.8,292657915,193592845.5,342231863.5,358564273,345935070.5
P62814,"V-type proton ATPase subunit B, brain isoform OS=Mus musculus OX=10090 GN=Atp6v1b2 PE=1 SV=1",33,4464366090,3441472658,3339626673,3346460098,3284299869,3019066105,3304047395,3385202956,3452578181
